initial_queue_waiting_time,algorithm,metric_type,sample_id,value
3,FP-Sched,energy_consumption,15,0.8271672553068966
3,FP-Sched,energy_consumption,16,1.018593662409618
3,FP-Sched,energy_consumption,17,3586.824511260923
3,FP-Sched,energy_consumption,18,2.039007586398234
3,FP-Sched,energy_consumption,19,0.5686762406396901
3,FP-Sched,energy_consumption,20,0.9002526233106932
3,FP-Sched,energy_consumption,21,0.9326741243987279
3,FP-Sched,energy_consumption,22,2281.6810077083737
3,FP-Sched,energy_consumption,23,2.0707942422479455
3,FP-Sched,energy_consumption,24,0.5983566114815119
3,FP-Sched,energy_consumption,25,0.840731573401053
3,FP-Sched,energy_consumption,26,1.0643927848250887
3,FP-Sched,energy_consumption,27,1536.593455510689
3,FP-Sched,energy_consumption,28,1.9237378204622995
3,FP-Sched,energy_consumption,29,0.5830914263103532
3,FP-Sched,energy_consumption,30,0.8605690943576327
3,FP-Sched,energy_consumption,31,1.0092258813259525
3,FP-Sched,energy_consumption,32,1616.683194534156
3,FP-Sched,energy_consumption,33,2.1049144417393633
3,FP-Sched,energy_consumption,34,0.5575525969314006
3,FP-Sched,energy_consumption,35,0.7775271976024885
3,FP-Sched,energy_consumption,36,1.0944263503529663
3,FP-Sched,energy_consumption,37,1542.7857168033522
3,FP-Sched,energy_consumption,38,2.024634369384255
3,FP-Sched,energy_consumption,39,0.5362711365927069
3,FP-Sched,energy_consumption,40,0.7565698803795686
3,FP-Sched,energy_consumption,41,1.004194297959859
3,FP-Sched,energy_consumption,42,744.6762841929087
3,FP-Sched,energy_consumption,43,2.0678637741241577
3,FP-Sched,energy_consumption,44,0.6272820802282243
3,FP-Sched,energy_consumption,45,0.9123527285914441
3,FP-Sched,energy_consumption,46,0.9510558730305575
3,FP-Sched,energy_consumption,47,1182.1724735773737
3,FP-Sched,energy_consumption,48,2.055390379277292
3,FP-Sched,energy_consumption,49,0.5575552077919789
3,FP-Sched,energy_consumption,50,0.870027922264564
3,FP-Sched,energy_consumption,51,0.9998250886472394
3,FP-Sched,energy_consumption,52,724.7297551224243
3,FP-Sched,energy_consumption,53,2.077320014894781
3,FP-Sched,energy_consumption,54,0.5628497128001859
3,FP-Sched,energy_consumption,55,0.8011008493661378
3,FP-Sched,energy_consumption,56,0.9721166671311493
3,FP-Sched,energy_consumption,57,908.9230606725863
3,FP-Sched,energy_consumption,58,2.1777723904038306
3,FP-Sched,energy_consumption,59,0.5754034441014919
3,FP-Sched,energy_consumption,60,0.8518653065419521
3,FP-Sched,energy_consumption,61,0.9152624403702149
3,FP-Sched,energy_consumption,62,922.4135349345918
3,FP-Sched,energy_consumption,63,1.9841609876588402
3,FP-Sched,energy_consumption,64,0.5633732811728933
3,FP-Sched,energy_consumption,65,0.8202611687570762
3,FP-Sched,energy_consumption,66,1.0591515127790743
3,FP-Sched,energy_consumption,67,123.2097686279023
3,FP-Sched,energy_consumption,68,2.0411239851886025
